permno,ticker,comnam,permco 
26252,CHRZ,COMPUTER HORIZONS CORP,895
83779,PEGA,PEGASYSTEMS INC,14828
90270,OTD,O2DIESEL CORP,45391
81614,WSCI,W S I INDUSTRIES INC,4988
79517,PFGC,PERFORMANCE FOOD GROUP CO,12375
88449,ISON,ISONICS CORP,37941
75646,AGN,ALLERGAN INC,22092
90413,LGBT,PLANETOUT INC,45720
82924,JW,WILEY JOHN & SONS INC,4922
77180,GNTA,GENTA INC,11260
10259,SIGM,SIGMA DESIGNS INC,8187
89790,MPET,MAGELLAN PETROLEUM CORP,3021
47571,KEQU,KEWAUNEE SCIENTIFIC CORP,2527
84172,NUS,NU SKIN ENTERPRISES INC,31802
89306,NCRX,NEIGHBORCARE INC,42783
59328,INTC,INTEL CORP,2367
82176,HOOK,REDHOOK ALE BREWERY INC,13945
82738,TRFX,TRAFFIX INC,14192
79568,ASYT,ASYST TECHNOLOGIES INC,12417
83918,AAII,AAIPHARMA INC,14965
44185,ELK,ELKCORP,20636
11955,WMI,WASTE MANAGEMENT INC DEL,9804
79039,USEG,UNITED STATES ENERGY CORP WY,4722
88377,STLW,STRATOS INTL INC,37744
87100,ASKJ,ASK JEEVES INC,16632
85540,CTIB,C T I INDUSTRIES CORP,15800
21055,GCO,GENESCO INC,20805
53197,METH,METHODE ELECTRONICS INC,2881
35991,ROG,ROGERS CORP,21526
86122,ENG,ENGLOBAL CORP,34783
76340,TPY,TIPPERARY CORP,4458
11581,ATU,ACTUANT CORP,323
29752,DP,DIAGNOSTIC PRODUCTS CORP,5541
85622,NOBL,NOBLE INTERNATIONAL LTD,32159
81721,MEDC,MED DESIGN CORP,13755
80239,EMAK,EMAK WORLDWIDE INC,12816
77425,USAK,U S A TRUCK INC,11415
88545,MDCO,MEDICINES COMPANY,38442
62148,CSX,C S X CORP,20370
86594,KFY,KORN FERRY INTERNATIONAL,2572
83939,HOTT,HOT TOPIC INC,14966
89387,CPSI,COMPUTER PROGRAMS & SYSTEMS INC,43140
50666,MRD,MACDERMID INC,2743
77517,OPTN,OPTION CARE INC,11467
84052,ARQL,ARQULE INC,15040
34649,BL,BLAIR CORP,21276
83139,PRZ,PAINCARE HOLDINGS INC,14322
83366,CRR,CARBO CERAMICS INC,14548
27764,SRR,STRIDE RITE CORP,21678
77512,STEL,STELLENT INC,11464
55546,AFP,UNITED CAPITAL CORP,7055
52708,LEN,LENNAR CORP,21095
84531,EPIQ,EPIQ SYSTEMS INC,15312
86139,TFN,TRANSNATIONAL FINANCIAL NETW INC,34803
85886,PCCC,PC CONNECTION INC,15994
89225,DVS,DIVERSIFIED SECURITY SOLTNS INC,42410
10937,CCDC,CONCORDE CAREER COLLEGES INC,9844
86850,WGAT,WORLDGATE COMMUNICATIONS INC,16477
23182,CPK,CHESAPEAKE UTILITIES CORP,892
21135,FOE,FERRO CORP,20699
44506,IDTI,INTEGRATED DEVICE TECHNOLOGY,6867
46950,KV,K V PHARMACEUTICAL CO,2589
87051,ADBL,AUDIBLE INC,16654
87432,A,AGILENT TECHNOLOGIES INC,36364
85759,WEL,BOOTS & COOTS INTL WELL CTRL INC,34624
77971,EFII,ELECTRONICS FOR IMAGING INC,11729
78875,CREE,CREE INC,11946
84534,FAVS,FIRST AVIATION SERVICE INC,15363
66253,MNS,M S C SOFTWARE CORP,5961
77099,EMBX,EMBREX INC,11185
64822,,PYRAMID OIL CO,3737
86021,LLL,L 3 COMMUNICATIONS HLDGS INC,34746
49534,LIFE,LIFELINE SYSTEMS INC,6220
48072,KOSS,KOSS CORP,2573
90137,MEMY,MEMORY PHARMACEUTICALS CORP,45091
85358,BEIQ,B E I TECHNOLOGIES INC,15722
22825,CMN,CANTEL MEDICAL CORP,904
82811,BFT,BALLY TOTAL FITNESS HOLDING CORP,436
12503,NAV,NAVISTAR INTERNATIONAL CORP,21265
78749,UG,UNITED GUARDIAN INC,4690
79103,ORLY,O REILLY AUTOMOTIVE INC,12097
88868,PEET,PEETS COFFEE AND TEA INC,41160
45794,SII,SMITH INTERNATIONAL INC,21627
89035,USPI,UNITED SURGICAL PARTNERS INTL IN,41705
20765,GY,GENCORP INC,20786
82541,NMRX,NUMEREX CORP NY,12901
80054,MED,MEDIFAST INC,12740
86136,SRE,SEMPRA ENERGY,34798
83503,EXAC,EXACTECH INC,14676
54827,MOLX,MOLEX INC,2991
75860,IMGN,IMMUNOGEN INC,10380
91556,ROST,ROSS STORES INC,7684
11901,ENTX,ENTRX CORP,9686
87034,LII,LENNOX INTERNATIONAL INC,35177
83541,ONXX,ONYX PHARMACEUTICALS INC,14603
12248,PWX,PROVIDENCE & WORCESTER RR CO,9898
88351,INSM,INSMED INC,37726
66368,CTT,COMPETITIVE TECHNOLOGIES INC,4702
89393,NFLX,NETFLIX INC,43145
25786,PURW,PURE WORLD INC,5263
88615,GB,WILSON GREATBATCH TECH,39150
78083,PSFT,PEOPLESOFT INC,11809
76201,XLNX,XILINX INC,10634
58975,OII,OCEANEERING INTERNATIONAL INC,3326
44513,TNL,TECHNITROL INC,21717
85625,ROV,RAYOVAC CORP,32162
82730,NUCO,N U C O 2 INC,14245
76624,PMCS,P M C SIERRA INC,10901
66739,SFY,SWIFT ENERGY CO,4340
89449,KIRK,KIRKLANDS INC,43328
86156,CNRD,CONRAD INDUSTRIES INC,16145
62498,WST,WEST PHARMACEUTICAL SERVICES INC,4998
83982,CXR,COX RADIO INC,31728
83799,STRA,STRAYER EDUCATION INC,14838
75549,DOR,DOR BIOPHARMA INC,9257
75432,CEC,C E C ENTERTAINMENT INC,10065
89030,REVU,PRINCETON REVIEW INC,41703
82717,KNSY,KENSEY NASH CORP,14217
79156,CATS,CATALYST SEMICONDUCTOR INC,12124
40097,GREY,GREY GLOBAL GROUP INC,2012
84103,NCI,NAVIGANT CONSULTING INC,15019
84746,MEAD,MEADE INSTRUMENTS CORP,15429
81290,SOL,SOLA INTERNATIONAL INC,30850
87587,AQNT,AQUANTIVE INC,18327
83466,AKSY,AKSYS LTD,14632
87257,VTIV,VENTIV HEALTH INC,17137
72128,SPEC,SPECTRUM CONTROL INC,4211
61145,LKI,LAZARE KAPLAN INTL INC,2614
32986,ATO,ATMOS ENERGY CORP,6748
79879,JDSU,J D S UNIPHASE CORP,12583
90177,ACAD,ACADIA PHARMACEUTICALS,45190
62296,NLCI,NOBEL LEARNING COMMUNITIES INC,6175
88434,DPII,DISCOVERY PARTNERS INTL INC,37929
85972,CRAI,CHARLES RIVER ASSOC INC,16066
86037,SHD,SHERWOOD BRANDS INC,34760
84402,NPSI,NORTH PITTSBURGH SYSTEMS INC,27575
62092,TMO,THERMO ELECTRON CORP,4557
70923,SFD,SMITHFIELD FOODS INC,4062
10645,LAKE,LAKELAND INDUSTRIES INC,8549
89922,TSRA,TESSERA TECHNOLOGIES INC,44631
88264,SONS,SONUS NETWORKS INC,37528
83671,LRW,LABOR READY INC,14722
84342,MNST,MONSTER WORLDWIDE INC,15229
88503,AVSR,AVISTAR COMMUNICATIONS CORP,38405
90237,RTSX,RADIATION THERAPY SERVICES INC,45308
87316,BIZ,D S L NET INC,17180
19561,BA,BOEING CO,20315
82837,PPDI,PHARMACEUTICAL PRODUCT DEV INC,14304
21776,EXC,EXELON CORP,21396
83884,INFO,METRO ONE TELECOMMUNICATIONS INC,14926
10994,NXXI,NUTRITION 21 INC,8527
75607,SYMC,SYMANTEC CORP,10224
68276,,PROVECTUS PHARMACEUTICALS INC,4217
83838,ACEC,ACE COMM CORP,14898
61787,PMFG,PEERLESS MANUFACTURING CO,3610
39490,APA,APACHE CORP,20204
88180,NUAN,NUANCE COMMUNICATIONS,37174
14702,AMAT,APPLIED MATERIALS INC,194
89815,RAE,RAE SYSTEMS INC,44280
87236,IIP,INTERNAP NETWORK SERVICES CORP,17158
80309,DHOM,DOMINION HOMES INC,12910
81048,SCY,SPORTS CLUB INC,30503
24328,EQT,EQUITABLE RESOURCES INC,20662
71124,ENC,ENESCO GROUP INC,4275
83638,CGPI,COLLAGENEX PHARMACEUTICALS INC,14742
84315,CMKG,COACTIVE MARKETING GROUP INC,15237
80534,SYPR,SYPRIS SOLUTIONS INC,13087
86008,WWVY,WARWICK VALLEY TELEPHONE CO,27591
81588,TAIT,TAITRON COMPONENTS INC,13682
27887,BAX,BAXTER INTERNATIONAL INC,20277
84788,AMZN,AMAZON COM INC,15473
77447,ICUI,I C U MEDICAL INC,11440
83386,,I2 TECHNOLOGIES INC,14562
80812,FBST,FIBERSTARS INC,13276
89904,BWLD,BUFFALO WILD WINGS INC,44616
88873,GPN,GLOBAL PAYMENTS INC,41168
80004,NSTK,NASTECH PHARMACEUTICAL CO INC,7827
82567,,EXEGENICS INC,14092
27043,VAR,VARIAN MEDICAL SYSTEMS INC,21859
81893,PROG,PROGRAMMERS PARADISE INC,13852
86062,EVOL,EVOLVING SYSTEMS INC,16101
18163,PG,PROCTER & GAMBLE CO,21446
30307,DXT,DIXON TICONDEROGA COMPANY,573
87229,FDRY,FOUNDRY NETWORKS INC,17151
18091,CW,CURTISS WRIGHT CORP,20546
88532,ISPH,INSPIRE PHARMACEUTICALS INC,38431
16126,AZZ,A Z Z INC,430
37832,FFEX,FROZEN FOOD EXPRESS INDS INC,1693
29612,AIT,APPLIED INDUSTRIAL TECHS INC,20283
70616,SYMM,SYMMETRICOM INC,3814
90084,DSTI,DAYSTAR TECHNOLOGIES INC,44884
88821,SYD,SYBRON DENTAL SPECIALTIES INC,41008
88924,FLO,FLOWERS FOODS INC,41367
11887,KCS,K C S ENERGY INC,9803
47379,KELYA,KELLY SERVICES INC,2519
89406,NPO,ENPRO INDUSTRIES INC,43159
78209,TUTR,PLATO LEARNING INC,11880
11903,NOIZ,MICRONETICS INC,9749
87350,TZIX,TRIZETTO GROUP INC,17188
86113,AWX,AVALON HOLDINGS CORP,34772
83145,IRIX,IRIDEX CORP,14377
17073,,BASIC EARTH SCIENCE SYS INC,677
88742,SHEN,SHENANDOAH TELECOM COMPANY,40213
62797,BZ,BAIRNCO CORP,20251
81085,,HEALTH FITNESS CORP,13425
83186,DST,D S T SYSTEMS INC DEL,31782
86034,SHS,SAUER DANFOSS INC,34759
87800,PLMO,PALMONE INC,18342
20571,CDMS,CADMUS COMMUNICATIONS CORP,6362
48961,LAWS,LAWSON PRODUCTS INC,2612
87838,VEGF,CORAUTUS GENETICS INC,37135
24053,WR,WESTAR ENERGY INC,21035
80375,ZEUS,OLYMPIC STEEL INC,12908
80857,VLGEA,VILLAGE SUPER MARKET INC,4815
76207,ACAT,ARCTIC CAT INC,10652
10258,AVAN,AVANT IMMUNOTHERAPEUTICS INC,8186
89930,HAYZ,HAYES LEMMERZ INTERNATIONAL INC,14804
14526,APOG,APOGEE ENTERPRISES INC,317
79732,RUN,REUNION INDUSTRIES INC,12517
83734,,NEW CENTURY EQUITY HOLDINGS CORP,14858
76614,REGN,REGENERON PHARMACEUTICALS INC,10876
86237,,ADAMS GOLF INC,16207
86789,VARI,VARIAN INC,16446
82857,MOSS,MOSSIMO INC,31581
76869,AEY,ADDVANTAGE TECHNOLOGIES GRP INC,11029
63546,DRAM,DATARAM CORP,1409
84403,WGOV,WOODWARD GOVERNOR CO,27497
62228,FEI,FREQUENCY ELECTRONICS INC,1686
11308,KO,COCA COLA CO,20468
10860,OSUR,ORASURE TECHNOLOGIES INC,8743
63125,AGYS,AGILYSYS INC,3580
75573,ODP,OFFICE DEPOT INC,9798
84776,BGC,GENERAL CABLE CORP DEL NEW,31975
80193,BZH,BEAZER HOMES USA INC,30251
76100,THOR,THORATEC CORP,4587
76261,EXPO,EXPONENT INC,10724
85686,DEPO,DEPOMED INC,15802
80553,MERX,MERIX CORP,13106
82598,NTAP,NETWORK APPLIANCE INC,14152
77282,MSON,MISONIX INC,11304
53110,BMI,BADGER METER INC,20250
84281,VPHM,VIROPHARMA INC,15155
78157,HTC,HUNGARIAN TELEPHONE & CABLE CORP,11883
57780,NOLD,NOLAND COMPANY,3222
89266,AWGI,ALDERWOODS GROUP INC,42537
86993,PTRY,PANTRY INC,31507
88910,BE,BEARINGPOINT INC,41272
83596,EDS,ELECTRONIC DATA SYS CORP NEW,31660
88994,RVP,RETRACTABLE TECHNOLOGIES INC,41584
46907,ANTP,PHAZAR CORP,6638
86728,MTEX,MANNATECH INC,16415
89566,CNST,CONSTAR INTERNATIONAL INC NEW,43682
85314,QADI,QAD INC,15632
86916,ROIA,RADIO ONE INC,16512
84044,ADIC,ADVANCED DIGITAL INFO CORP,15044
87349,TPC,TRITON P C S HOLDINGS INC,17296
62958,SENEB,SENECA FOODS CORP NEW,3659
18075,AP,AMPCO PITTSBURGH CORP,20192
90176,VNX,VENDINGDATA CORP,45189
89885,TIV,TRI VALLEY CORP,33788
89374,PCO,PREMCOR INC,43019
84280,VISG,VIISAGE TECHNOLOGY INC,15124
89203,ABCO,ADVISORY BOARD CO,42385
55212,SPW,S P X CORP,21548
84553,,NAVIDEC INC,15327
50623,MTSC,M T S SYSTEMS CORP,3083
86885,CMTN,COPPER MOUNTAIN NETWORKS INC,16527
91708,OLAB,ORALABS HOLDINGS CORP,7214
84348,VSAT,VIASAT INC,15199
64929,KWR,QUAKER CHEMICAL CORP,3741
87592,,C T HOLDINGS INC,17929
90078,TNS,T N S INC,44991
90374,DWA,DREAMWORKS ANIMATION S K G INC,45685
16678,KR,KROGER COMPANY,21068
89396,QUIN,QUINTON CARDIOLOGY SYSTEMS INC,43148
87268,CIR,CIRCOR INTERNATIONAL INC,36337
86876,WCC,WESCO INTERNATIONAL INC,35057
10104,ORCL,ORACLE CORP,8045
89006,KFT,KRAFT FOODS INC,41680
89651,LGN,LODGIAN INC,29555
15991,CARN,CARRINGTON LABORATORIES INC,6282
60097,MDT,MEDTRONIC INC,2850
12146,,CHAMPIONS SPORTS INC,10020
87797,ONVI,ONVIA INC,18329
30680,CMC,COMMERCIAL METALS CO,20484
91687,SNDS,SANDS REGENT,7410
79033,SGA,SAGA COMMUNICATIONS INC,29768
77661,DHI,D R HORTON INC,11559
17961,BGG,BRIGGS & STRATTON CORP,20330
90198,AMW,AMERICAN WATER STAR INC,45269
48486,LRCX,LAM RESH CORP,7013
67732,ROW,ROWE COS,3902
11262,ELMS,ELMERS RESTAURANTS INC,7726
90478,CSCD,CASCADE MICROTECH INC,46000
86150,BEBE,BEBE STORES INC,16158
83910,TACT,TRANSACT TECHNOLOGIES INC,14923
57007,TRC,TEJON RANCH CO,21718
88321,,OCCAM NETWORKS INC DEL,37697
88372,ROIAK,RADIO ONE INC,16512
58819,LNT,ALLIANT ENERGY CORP,4980
71191,VSR,VERSAR INC,21863
84607,EMKR,EMCORE CORP,15374
10568,ABRI,ABRAMS INDUSTRIES INC,5580
79971,FMXI,FOAMEX INTERNATIONAL INC,12639
80579,TRPS,TRIPOS INC,13120
85726,,ADVANTICA RESTAURANT GROUP INC,15916
86055,CANI,CARREKER CORP,16120
52476,EFX,EQUIFAX INC,20659
33209,ENZ,ENZO BIOCHEM INC,1557
90464,USMO,U S A MOBILITY INC,45886
88988,IDT,I D T CORP,14442
16600,HSY,HERSHEY FOODS CORP,20906
56143,POP,POPE & TALBOT INC,21427
82932,JW,WILEY JOHN & SONS INC,4922
22840,SLE,SARA LEE CORP,21566
85526,BASI,BIOANALYTICAL SYSTEMS INC,15849
77026,GDYS,GOODYS FAMILY CLOTHING INC,11166
82716,ELU,ELINEAR INC,14193
90357,EEEE,EDUCATE INC,45558
84075,EDMC,EDUCATION MANAGEMENT CORP,15098
38149,AGI,ALLIANCE GAMING CORP,297
77461,VCI,VALASSIS COMMUNICATIONS INC,29464
70092,KBH,K B HOME,21037
84255,SEAC,SEACHANGE INTERNATIONAL INC,15114
77103,IMCL,IMCLONE SYSTEMS INC,11209
81021,XPRSA,U S XPRESS ENTERPRISES INC,13346
21207,NEM,NEWMONT MINING CORP,21286
79267,,GULFWEST ENERGY INC,12183
76711,RGS,REGIS CORP MINN,37472
37955,GKSRA,G & K SERVICES INC,1959
39328,GLDC,GOLDEN ENTERPRISES INC,1964
82821,SRCP,SOURCECORP INC,14296
77082,,A R I NETWORK SERVICES INC,11208
79909,MHO,M I HOMES INC,30036
77300,SMG,SCOTTS COMPANY,11324
81225,SMIT,SCHMITT INDUSTRIES INC ORE,13536
88643,PTMK,PATHMARK STORES INC,39173
51263,MTW,MANITOWOC CO INC,2767
76966,STEN,STERION INC,10853
17929,UGI,U G I CORP NEW,21794
84023,CRN,CORNELL COMPANIES INC,31760
83272,HUBG,HUB GROUP INC,14427
11378,CCC,CALGON CARBON CORP,9221
65008,ASYS,AMTECH SYSTEMS INC,6244
81029,EXX,E X X INC,30485
63714,OCR,OMNICARE INC,3379
30940,FLS,FLOWSERVE CORP,1425
84416,CWTR,COLDWATER CREEK INC,15293
83189,AH,ARMOR HOLDINGS INC,10134
87625,PCIS,PRECIS INC,17964
84563,SLGN,SILGAN HOLDINGS INC,15339
37699,FMT,FREMONT GENERAL CORP,1830
85376,HEPH,HOLLIS EDEN PHARMACEUTICALS INC,15684
50876,LLY,LILLY ELI & CO,21102
87281,NMG,NEIMAN MARCUS GROUP INC,21266
59089,OLG,OFFSHORE LOGISTICS INC,3370
89973,UTI,UNIVERSAL TECHNICAL INSTITUTE IN,44727
84133,SUPC,SUPERIOR CONSULTANT HLDNG CORP,15029
88573,TRPH,TRIPATH TECHNOLOGY INC,38468
76392,MMSI,MERIT MEDICAL SYSTEMS INC,10512
78815,CEGE,CELL GENESYS INC,11915
11403,CDN,CADENCE DESIGN SYSTEMS INC,9245
70033,HDI,HARLEY DAVIDSON INC,20881
50032,ABS,ALBERTSONS INC,20038
11547,CNMD,CONMED CORP,9370
76110,MATR,MATRIA HEALTHCARE INC,10533
90239,STGN,STRATAGENE CORP,45310
90096,TRCA,TERCICA INC,45003
85668,CVTX,C V THERAPEUTICS INC,15159
79564,ARRS,ARRIS GROUP INC,12407
87292,PTV,PACTIV CORP,36357
82678,,CLEAN DIESEL TECHNOLOGIES INC,14266
89141,PLPC,PREFORMED LINE PRODUCTS CO,42114
53613,MU,MICRON TECHNOLOGY INC,7065
90489,SOLD,HOUSEVALUES INC,46010
82686,CTXS,CITRIX SYSTEMS INC,14201
76598,MVK,MAVERICK TUBE CORP,29001
84372,NCR,N C R CORP NEW,31832
12211,LNN,LINDSAY MANUFACTURING CO,9971
75853,ZIXI,ZIX CORP,10358
77496,MHK,MOHAWK INDUSTRIES INC,11446
85245,VWKS,VITALWORKS INC,32038
77292,PDLI,PROTEIN DESIGN LABS INC,11316
32651,HL,HECLA MINING CO,20897
79303,USTR,UNITED STATIONERS INC,5203
12060,GE,GENERAL ELECTRIC CO,20792
76927,STV,STERLING CONSTRUCTION CO INC,11011
10696,FISV,FISERV INC,8598
76123,JOE,ST JOE CO,26048
89207,KND,KINDRED HEALTHCARE INC,42390
10182,TECD,TECH DATA CORP,8125
81920,OO,OAKLEY INC,30936
75714,,CLEARONE COMMUNICATIONS INC,10127
87580,ELI,ELITE PHARMACEUTICALS INC,36760
73940,SBL,SYMBOL TECHNOLOGIES INC,4148
56784,FRK,FLORIDA ROCK INDS INC,20740
79100,SFLK,SAFLINK CORP,12101
90178,ALNY,ALNYLAM PHARMACEUTICALS INC,45191
82599,NWPX,NORTHWEST PIPE CO,14175
88213,IW,IMAGEWARE SYSTEMS INC,36957
88831,CTTY,CATUITY INC,41056
10042,CAU,CANYON RESOURCES CORP,7990
88583,WJCI,WJ COMMUNICATIONS INC,38477
87557,ADST,ADSTAR INC,17523
89502,GPRO,GEN PROBE INC NEW,43504
89769,MUSA,METALS U S A INC,32040
89383,ATRS,ALTIRIS INC,43139
77106,IAAI,INSURANCE AUTO AUCTIONS INC,11215
29103,,COMTECH GROUP INC,1405
88620,CIPH,CIPHERGEN BIOSYSTEMS INC,39154
82824,HBY,HYBRIDON INC,14310
82518,RICK,RICKS CABARET INTERNATIONAL INC,14049
88177,NEXM,NEXMED INC,37171
76622,UAHC,UNITED AMERICAN HEALTHCARE CORP,10899
27474,CRRC,COURIER CORP,1131
89301,GME,GAMESTOP CORP,42775
85293,NUVO,NUVELO INC,15638
84098,VTRU,VERTRUE INC,15056
17750,KMB,KIMBERLY CLARK CORP,21055
87494,HPOL,HARRIS INTERACTIVE INC,17478
86830,INFA,INFORMATICA CORP,16496
87066,EGOV,N I C INC,16650
86958,CYBS,CYBERSOURCE CORP,16605
77117,WNC,WABASH NATIONAL CORP,29327
88208,CLN,CELSION CORP,37489
87173,LOOK,LOOKSMART LTD,16863
11426,XETA,XETA TECHNOLOGIES INC,9264
37399,TOD,TODD SHIPYARDS CORP,21760
87299,AKAM,AKAMAI TECHNOLOGIES INC,17300
83127,SPDE,SPEEDUS CORP,14352
27204,,BICO INC,5730
87424,TMNG,MANAGEMENT NETWORK GROUP INC,17410
84184,AXK,ACCELR8 TECHNOLOGY CORP,15158
75308,OS,OREGON STEEL MILLS INC,21339
10656,ACET,ACETO CORP,37
47248,KEA,KEANE INC,2510
11379,CMRG,CASUAL MALE RETAIL GROUP INC,9222
78889,GLBL,GLOBAL INDUSTRIES LTD,11948
79613,NVH,NATIONAL R V HOLDINGS INC,12452
11382,SKS,SAKS INC,9225
88779,ICAD,ICAD INC,7343
83989,GTN,GRAY TELEVISION INC,1908
88648,TTMI,TTM TECHNOLOGIES INC,39177
15560,RSH,RADIOSHACK CORP,21711
82488,ESST,E S S TECHNOLOGY INC,14032
78818,IFOX,INFOCROSSING INC,11903
68591,STJ,ST JUDE MEDICAL INC,4278
85880,LDSH,LADISH CO INC,16001
28484,AHC,AMERADA HESS CORP,20064
24010,ETR,ENTERGY CORP NEW,21201
11873,DISK,IMAGE ENTERTAINMENT INC,9681
83694,SMXC,SMITHWAY MOTOR XPRESS CORP,14766
77501,NCS,N C I BUILDING SYSTEMS INC,11454
42585,SJM,SMUCKER J M CO,21629
18411,SO,SOUTHERN CO,21640
84721,BEAS,B E A SYSTEMS INC,15433
90228,LBTYB,LIBERTY MEDIA INTL INC,45301
14198,ALOG,ANALOGIC CORP,173
77630,DWCH,DATAWATCH CORP,11545
64282,LTD,LIMITED BRANDS INC,2664
88653,VTAL,VITAL IMAGES INC,39181
86770,TLCX,TOTAL LOGISTICS INC,16432
28118,NC,NACCO INDUSTRIES INC,21247
89208,LAVA,MAGMA DESIGN AUTOMATION INC,42391
89785,PNO,PATH 1 NETWORK TECHNOLOGIES INC,44188
11618,FAST,FASTENAL COMPANY,9440
83822,GES,GUESS INC,31710
76769,VTS,VERITAS D G C INC,25593
89326,ANT,ANTEON INTERNATIONAL CORP,42914
42286,WWW,WOLVERINE WORLD WIDE INC,21935
24643,AA,ALCOA INC,20060
79991,MACR,MACROMEDIA INC,12667
84385,ASF,ADMINISTAFF INC,31890
75733,,LAS VEGAS DISCOUNT GOLF & TE INC,10146
81002,ORPH,ORPHAN MEDICAL INC,13362
76978,RTK,RENTECH INC,10894
70965,PPC,PILGRIMS PRIDE CORP,21407
70332,APC,ANADARKO PETROLEUM CORP,20194
77340,,METRETEK TECHNOLOGIES INC,11342
79860,QFAB,QUAKER FABRIC CORP NEW,12576
87462,DLK,SEMOTUS SOLUTIONS INC,36555
81001,MTMD,MICROTEK MEDICAL HOLDINGS INC,13389
11927,RESP,RESPIRONICS INC,9777
87337,PLUG,PLUG POWER INC,17303
10371,CLZR,CANDELA CORP,8290
90362,NHRX,NATIONSHEALTH INC,45563
89353,JBLU,JETBLUE AIRWAYS CORP,42997
68065,SKFB,S & K FAMOUS BRANDS INC,6377
12173,GNCMA,GENERAL COMMUNICATION INC,9914
90440,NP,NEENAH PAPER INC,45869
34367,FARM,FARMER BROTHERS CO,1632
88174,LPSN,LIVEPERSON INC,37168
65067,QMED,QMED INC,6779
51633,VVC,VECTREN CORP,20976
87301,ATGN,ALTIGEN COMMUNICATIONS INC,17176
86915,RMIX,U S CONCRETE INC,16549
76638,JNY,JONES APPAREL GROUP INC,29019
16890,BN,BANTA CORP,592
90281,KBAY,KANBAY INTERNATIONAL INC,45421
27422,CLF,CLEVELAND CLIFFS INC,20462
33815,TXCO,EXPLORATION COMPANY,4609
65285,HOV,HOVNANIAN ENTERPRISES INC,20942
43634,IG,I G I INC,2293
23085,SCG,SCANA CORP NEW,21570
86945,ONT,ON2 TECHNOLOGIES INC,35162
47466,NYT,NEW YORK TIMES CO,21280
87254,SKE,SPINNAKER EXPLORATION CO,17156
17523,SPA,SPARTON CORP,21648
82664,,ADEPT TECHNOLOGY INC,14238
32934,HUB,HUBBELL INC,20945
45487,NSH,NASHUA CORP,21250
11674,DTE,D T E ENERGY CO,20574
62500,ARXX,AEROFLEX INC,336
11137,PARL,PARLUX FRAGRANCES INC,8995
86717,EPAY,BOTTOMLINE TECHNOLOGIES DEL INC,16410
71475,AWR,AMERICAN STATES WATER CO,4350
75764,CSLR,CONSULIER ENGINEERING INC,10197
11082,MRGO,MARGO CARIBE INC,8949
89422,PLUM,PLUMTREE SOFTWARE INC,43258
84157,TWW,TERREMARK WORLDWIDE INC,31783
78900,NATH,NATHANS FAMOUS INC NEW,11980
70308,ARG,AIRGAS INC,20033
89644,NTLI,N T L INC DEL,43846
87118,PKTR,PACKETEER INC,16676
64742,PCYO,PURE CYCLE CORP,3500
18542,CAT,CATERPILLAR INC,20408
87006,UTHR,UNITED THERAPEUTICS CORP,16587
76254,RNHDA,REINHOLD INDS INC,10710
88575,TUNE,MICROTUNE INC DEL,38470
83317,SUPG,SUPERGEN INC,14432
84325,SNAK,POORE BROTHERS INC,15210
52329,JEC,JACOBS ENGINEERING GROUP INC,21011
82155,AMIE,AMBASSADORS INTERNATIONAL INC,13907
88799,ESLR,EVERGREEN SOLAR INC,40989
88359,MOBE,MOBILITY ELECTRONICS INC,37730
82607,PRXL,PAREXEL INTERNATIONAL CORP,14165
76672,,PRIMEDEX HEALTH SYSTEMS INC,27836
75526,AFAM,ALMOST FAMILY INC,8780
89312,SRLS,SERACARE LIFE SCIENCES INC,42787
84168,IM,INGRAM MICRO INC,31798
71942,SPAN,SPAN AMERICA MEDICAL SYSTEMS INC,6054
10272,TKLC,TEKELEC,8198
78846,CRTQ,CORTECH INC,11816
89963,NAX,NATURAL GOLF CORP,44716
85291,GCOM,GLOBECOMM SYSTEMS INC,15639
76052,MFRI,M F R I INC,10416
90071,NRG,N R G ENERGY INC,37496
91380,RBK,REEBOK INTERNATIONAL LTD,7662
75333,BR,BURLINGTON RESOURCES INC,20351
79133,ATR,APTARGROUP INC,29805
83435,YHOO,YAHOO INC,14521
87081,NTIQ,NETIQ CORP,16685
58608,IAL,INTERNATIONAL ALUMINUM CORP,2250
77263,POCI,PRECISION OPTICS CORP INC,11283
88945,GMXR,G M X RESOURCES INC,41271
76950,,MILLER DIVERSIFIED CORP,10895
86748,FOB,BOYDS COLLECTION LTD,35006
76744,VRTX,VERTEX PHARMACEUTICALS INC,11042
84364,CVD,COVANCE INC,31821
90215,CRM,SALESFORCE COM INC,45288
76128,VICR,VICOR CORPORATION,10545
22680,MZ,MILACRON INC,20450
80362,SCSC,SCANSOURCE INC,12933
80114,CMGI,C M G I INC,12793
76934,ISIG,INSIGNIA SYSTEMS INC,10993
76653,AHG,APRIA HEALTHCARE GROUP INC,10918
10657,AD,ADVO INC,8561
76937,JLMC,J L M COUTURE INC,10845
86799,CNX,CONSOL ENERGY INC,35026
89960,KRO,KRONOS WORLDWIDE INC,44712
89099,FALC,FALCONSTOR SOFTWARE INC,13180
50788,ESL,ESTERLINE TECHNOLOGIES CORP,20671
76798,EZPW,EZCORP INC,11099
79366,FLYI,FLYI INC,12291
77421,LNCR,LINCARE HOLDINGS INC,11416
79025,ZONA,ZONAGEN INC,12040
87082,NTOP,NET2PHONE INC,16680
76171,HCA,H C A INC NEW,10604
